,in_degree,pos_in_edges,neg_in_edges,out_degree,pos_out_edges,neg_out_edges
576,4.0,4.0,0.0,5.0,5.0,0.0
577,6.0,5.0,1.0,6.0,6.0,0.0
578,6.0,6.0,0.0,8.0,8.0,0.0
579,11.0,9.0,2.0,10.0,10.0,0.0
580,1.0,1.0,0.0,1.0,1.0,0.0
581,1.0,1.0,0.0,2.0,2.0,0.0
582,2.0,2.0,0.0,1.0,1.0,0.0
583,3.0,3.0,0.0,2.0,2.0,0.0
584,1.0,1.0,0.0,1.0,1.0,0.0
585,7.0,7.0,0.0,9.0,9.0,0.0
586,4.0,4.0,0.0,4.0,4.0,0.0
587,5.0,5.0,0.0,4.0,4.0,0.0
588,1.0,1.0,0.0,2.0,2.0,0.0
589,2.0,2.0,0.0,1.0,1.0,0.0
590,4.0,4.0,0.0,1.0,1.0,0.0
591,4.0,4.0,0.0,3.0,3.0,0.0
592,48.0,48.0,0.0,50.0,50.0,0.0
593,2.0,2.0,0.0,3.0,3.0,0.0
594,3.0,2.0,1.0,2.0,2.0,0.0
595,1.0,1.0,0.0,1.0,1.0,0.0
596,1.0,1.0,0.0,1.0,1.0,0.0
597,1.0,1.0,0.0,2.0,2.0,0.0
598,8.0,7.0,1.0,7.0,7.0,0.0
599,1.0,1.0,0.0,1.0,1.0,0.0
600,1.0,1.0,0.0,1.0,1.0,0.0
601,1.0,1.0,0.0,1.0,1.0,0.0
602,1.0,1.0,0.0,1.0,1.0,0.0
603,1.0,1.0,0.0,1.0,1.0,0.0
604,1.0,1.0,0.0,1.0,1.0,0.0
605,3.0,3.0,0.0,4.0,4.0,0.0
606,12.0,12.0,0.0,15.0,14.0,1.0
607,1.0,1.0,0.0,1.0,1.0,0.0
608,6.0,6.0,0.0,7.0,7.0,0.0
609,1.0,1.0,0.0,1.0,1.0,0.0
610,5.0,5.0,0.0,4.0,4.0,0.0
611,1.0,1.0,0.0,1.0,1.0,0.0
612,1.0,1.0,0.0,1.0,1.0,0.0
613,1.0,1.0,0.0,1.0,1.0,0.0
614,2.0,2.0,0.0,2.0,2.0,0.0
615,1.0,1.0,0.0,1.0,1.0,0.0
616,6.0,6.0,0.0,7.0,7.0,0.0
617,3.0,3.0,0.0,3.0,3.0,0.0
618,1.0,1.0,0.0,1.0,1.0,0.0
619,2.0,2.0,0.0,2.0,2.0,0.0
620,3.0,3.0,0.0,3.0,3.0,0.0
621,7.0,7.0,0.0,7.0,7.0,0.0
622,1.0,1.0,0.0,1.0,1.0,0.0
623,3.0,3.0,0.0,3.0,2.0,1.0
624,1.0,1.0,0.0,1.0,1.0,0.0
625,11.0,11.0,0.0,19.0,19.0,0.0
626,5.0,5.0,0.0,9.0,9.0,0.0
627,4.0,4.0,0.0,4.0,4.0,0.0
628,11.0,10.0,1.0,12.0,12.0,0.0
629,1.0,1.0,0.0,2.0,2.0,0.0
630,25.0,25.0,0.0,24.0,23.0,1.0
631,1.0,1.0,0.0,1.0,1.0,0.0
632,19.0,18.0,1.0,18.0,18.0,0.0
633,8.0,7.0,1.0,5.0,5.0,0.0
634,26.0,24.0,2.0,31.0,30.0,1.0
635,19.0,19.0,0.0,24.0,24.0,0.0
636,1.0,1.0,0.0,1.0,1.0,0.0
637,1.0,1.0,0.0,2.0,2.0,0.0
638,2.0,2.0,0.0,1.0,1.0,0.0
639,2.0,2.0,0.0,2.0,2.0,0.0
640,7.0,7.0,0.0,6.0,6.0,0.0
641,3.0,3.0,0.0,5.0,5.0,0.0
642,9.0,8.0,1.0,8.0,8.0,0.0
643,3.0,3.0,0.0,2.0,2.0,0.0
644,11.0,11.0,0.0,9.0,8.0,1.0
645,1.0,1.0,0.0,0.0,0.0,0.0
646,1.0,1.0,0.0,1.0,1.0,0.0
647,23.0,23.0,0.0,25.0,24.0,1.0
648,1.0,1.0,0.0,1.0,1.0,0.0
649,2.0,2.0,0.0,0.0,0.0,0.0
650,5.0,5.0,0.0,8.0,7.0,1.0
651,9.0,9.0,0.0,8.0,8.0,0.0
652,2.0,2.0,0.0,3.0,3.0,0.0
653,4.0,4.0,0.0,4.0,4.0,0.0
654,14.0,12.0,2.0,11.0,11.0,0.0
655,1.0,1.0,0.0,2.0,2.0,0.0
656,1.0,1.0,0.0,2.0,2.0,0.0
657,1.0,1.0,0.0,1.0,1.0,0.0
658,3.0,3.0,0.0,5.0,5.0,0.0
659,1.0,1.0,0.0,1.0,1.0,0.0
660,1.0,1.0,0.0,2.0,2.0,0.0
661,3.0,3.0,0.0,4.0,4.0,0.0
662,1.0,1.0,0.0,1.0,1.0,0.0
663,1.0,1.0,0.0,2.0,2.0,0.0
664,29.0,29.0,0.0,33.0,31.0,2.0
665,2.0,2.0,0.0,1.0,1.0,0.0
666,2.0,2.0,0.0,4.0,4.0,0.0
667,6.0,6.0,0.0,7.0,7.0,0.0
668,1.0,1.0,0.0,1.0,1.0,0.0
669,2.0,2.0,0.0,0.0,0.0,0.0
670,2.0,2.0,0.0,1.0,1.0,0.0
671,1.0,1.0,0.0,1.0,1.0,0.0
672,3.0,1.0,2.0,1.0,1.0,0.0
673,5.0,5.0,0.0,2.0,2.0,0.0
674,1.0,1.0,0.0,2.0,2.0,0.0
675,1.0,1.0,0.0,1.0,1.0,0.0
676,1.0,1.0,0.0,2.0,2.0,0.0
677,1.0,1.0,0.0,1.0,1.0,0.0
678,6.0,6.0,0.0,8.0,8.0,0.0
679,1.0,1.0,0.0,1.0,1.0,0.0
680,6.0,6.0,0.0,7.0,7.0,0.0
681,3.0,3.0,0.0,3.0,3.0,0.0
682,1.0,1.0,0.0,0.0,0.0,0.0
683,1.0,1.0,0.0,1.0,1.0,0.0
684,1.0,1.0,0.0,1.0,1.0,0.0
685,2.0,2.0,0.0,2.0,2.0,0.0
686,2.0,2.0,0.0,1.0,1.0,0.0
687,39.0,39.0,0.0,34.0,34.0,0.0
688,4.0,4.0,0.0,6.0,6.0,0.0
689,4.0,4.0,0.0,3.0,3.0,0.0
690,0.0,0.0,0.0,1.0,1.0,0.0
691,4.0,4.0,0.0,6.0,6.0,0.0
692,1.0,1.0,0.0,0.0,0.0,0.0
693,1.0,1.0,0.0,1.0,1.0,0.0
694,1.0,1.0,0.0,0.0,0.0,0.0
695,2.0,2.0,0.0,1.0,1.0,0.0
696,2.0,2.0,0.0,2.0,2.0,0.0
697,4.0,4.0,0.0,4.0,4.0,0.0
698,1.0,1.0,0.0,1.0,1.0,0.0
699,1.0,1.0,0.0,1.0,1.0,0.0
700,12.0,12.0,0.0,12.0,12.0,0.0
701,3.0,3.0,0.0,5.0,5.0,0.0
702,2.0,2.0,0.0,2.0,2.0,0.0
703,3.0,3.0,0.0,2.0,2.0,0.0
704,1.0,1.0,0.0,1.0,1.0,0.0
705,12.0,9.0,3.0,11.0,11.0,0.0
706,1.0,1.0,0.0,1.0,1.0,0.0
707,5.0,5.0,0.0,4.0,4.0,0.0
708,1.0,1.0,0.0,3.0,3.0,0.0
709,4.0,4.0,0.0,2.0,2.0,0.0
710,20.0,20.0,0.0,23.0,21.0,2.0
711,1.0,1.0,0.0,1.0,1.0,0.0
712,1.0,1.0,0.0,1.0,1.0,0.0
713,1.0,0.0,1.0,0.0,0.0,0.0
714,13.0,13.0,0.0,14.0,14.0,0.0
715,2.0,2.0,0.0,1.0,1.0,0.0
716,3.0,3.0,0.0,4.0,4.0,0.0
717,1.0,1.0,0.0,1.0,1.0,0.0
718,3.0,3.0,0.0,2.0,1.0,1.0
719,1.0,1.0,0.0,1.0,1.0,0.0
720,2.0,2.0,0.0,2.0,2.0,0.0
721,1.0,1.0,0.0,1.0,1.0,0.0
722,5.0,5.0,0.0,6.0,6.0,0.0
723,1.0,1.0,0.0,1.0,1.0,0.0
724,2.0,2.0,0.0,3.0,3.0,0.0
725,21.0,21.0,0.0,22.0,22.0,0.0
726,6.0,4.0,2.0,6.0,6.0,0.0
727,2.0,2.0,0.0,2.0,2.0,0.0
728,1.0,1.0,0.0,2.0,2.0,0.0
729,45.0,41.0,4.0,43.0,43.0,0.0
730,2.0,2.0,0.0,0.0,0.0,0.0
731,1.0,1.0,0.0,1.0,1.0,0.0
732,27.0,26.0,1.0,33.0,29.0,4.0
733,8.0,6.0,2.0,7.0,7.0,0.0
734,2.0,2.0,0.0,3.0,3.0,0.0
735,5.0,5.0,0.0,5.0,5.0,0.0
736,1.0,1.0,0.0,1.0,1.0,0.0
737,1.0,1.0,0.0,1.0,1.0,0.0
738,1.0,1.0,0.0,1.0,1.0,0.0
739,1.0,1.0,0.0,1.0,1.0,0.0
740,1.0,1.0,0.0,1.0,1.0,0.0
741,2.0,2.0,0.0,2.0,2.0,0.0
742,15.0,13.0,2.0,12.0,12.0,0.0
743,3.0,3.0,0.0,2.0,2.0,0.0
744,4.0,4.0,0.0,2.0,2.0,0.0
745,1.0,1.0,0.0,1.0,1.0,0.0
746,1.0,1.0,0.0,1.0,1.0,0.0
747,1.0,1.0,0.0,1.0,1.0,0.0
748,2.0,2.0,0.0,2.0,2.0,0.0
749,1.0,1.0,0.0,1.0,1.0,0.0
750,1.0,1.0,0.0,0.0,0.0,0.0
751,2.0,2.0,0.0,1.0,1.0,0.0
752,1.0,1.0,0.0,1.0,1.0,0.0
753,2.0,2.0,0.0,3.0,3.0,0.0
754,1.0,1.0,0.0,1.0,1.0,0.0
755,6.0,6.0,0.0,5.0,5.0,0.0
756,2.0,2.0,0.0,0.0,0.0,0.0
757,8.0,8.0,0.0,10.0,10.0,0.0
758,1.0,1.0,0.0,1.0,1.0,0.0
759,1.0,1.0,0.0,1.0,1.0,0.0
760,7.0,6.0,1.0,4.0,4.0,0.0
761,1.0,1.0,0.0,1.0,1.0,0.0
762,1.0,1.0,0.0,3.0,3.0,0.0
763,2.0,2.0,0.0,1.0,1.0,0.0
764,1.0,1.0,0.0,2.0,2.0,0.0
765,1.0,1.0,0.0,1.0,1.0,0.0
766,1.0,0.0,1.0,1.0,1.0,0.0
767,11.0,11.0,0.0,11.0,11.0,0.0
768,5.0,5.0,0.0,6.0,6.0,0.0
769,3.0,3.0,0.0,3.0,3.0,0.0
770,19.0,17.0,2.0,15.0,14.0,1.0
771,1.0,1.0,0.0,0.0,0.0,0.0
772,1.0,1.0,0.0,1.0,1.0,0.0
773,2.0,2.0,0.0,2.0,2.0,0.0
774,1.0,1.0,0.0,1.0,1.0,0.0
775,47.0,46.0,1.0,50.0,50.0,0.0
776,3.0,3.0,0.0,3.0,3.0,0.0
777,12.0,12.0,0.0,8.0,8.0,0.0
778,2.0,2.0,0.0,2.0,2.0,0.0
779,8.0,8.0,0.0,10.0,9.0,1.0
780,13.0,11.0,2.0,10.0,10.0,0.0
781,10.0,9.0,1.0,9.0,9.0,0.0
782,3.0,2.0,1.0,2.0,2.0,0.0
783,1.0,1.0,0.0,1.0,1.0,0.0
784,3.0,3.0,0.0,4.0,4.0,0.0
785,1.0,1.0,0.0,1.0,1.0,0.0
786,7.0,6.0,1.0,8.0,7.0,1.0
787,2.0,0.0,2.0,3.0,3.0,0.0
788,4.0,3.0,1.0,4.0,3.0,1.0
789,1.0,1.0,0.0,1.0,1.0,0.0
790,2.0,2.0,0.0,2.0,2.0,0.0
791,5.0,5.0,0.0,3.0,3.0,0.0
792,2.0,2.0,0.0,3.0,3.0,0.0
793,2.0,2.0,0.0,2.0,2.0,0.0
794,3.0,3.0,0.0,3.0,3.0,0.0
795,4.0,4.0,0.0,4.0,4.0,0.0
796,1.0,1.0,0.0,1.0,1.0,0.0
797,1.0,1.0,0.0,1.0,1.0,0.0
798,2.0,2.0,0.0,3.0,3.0,0.0
799,3.0,3.0,0.0,3.0,3.0,0.0
800,1.0,1.0,0.0,1.0,1.0,0.0
801,9.0,9.0,0.0,10.0,10.0,0.0
802,6.0,6.0,0.0,6.0,6.0,0.0
803,1.0,1.0,0.0,1.0,1.0,0.0
804,5.0,4.0,1.0,7.0,4.0,3.0
805,4.0,2.0,2.0,1.0,1.0,0.0
806,1.0,1.0,0.0,0.0,0.0,0.0
807,1.0,1.0,0.0,1.0,1.0,0.0
808,1.0,1.0,0.0,1.0,1.0,0.0
809,1.0,1.0,0.0,1.0,1.0,0.0
810,1.0,1.0,0.0,1.0,1.0,0.0
811,2.0,2.0,0.0,3.0,3.0,0.0
812,4.0,4.0,0.0,3.0,3.0,0.0
813,1.0,1.0,0.0,1.0,1.0,0.0
814,1.0,1.0,0.0,1.0,1.0,0.0
815,1.0,1.0,0.0,1.0,1.0,0.0
816,1.0,1.0,0.0,1.0,1.0,0.0
817,2.0,2.0,0.0,2.0,2.0,0.0
818,3.0,3.0,0.0,3.0,3.0,0.0
819,1.0,1.0,0.0,1.0,1.0,0.0
820,5.0,5.0,0.0,3.0,3.0,0.0
821,1.0,1.0,0.0,1.0,1.0,0.0
822,2.0,1.0,1.0,0.0,0.0,0.0
823,17.0,17.0,0.0,16.0,15.0,1.0
824,6.0,3.0,3.0,4.0,4.0,0.0
825,1.0,1.0,0.0,1.0,1.0,0.0
826,1.0,1.0,0.0,2.0,2.0,0.0
827,6.0,5.0,1.0,6.0,5.0,1.0
828,1.0,1.0,0.0,2.0,2.0,0.0
829,1.0,1.0,0.0,0.0,0.0,0.0
830,3.0,3.0,0.0,2.0,2.0,0.0
831,1.0,1.0,0.0,0.0,0.0,0.0
832,77.0,53.0,24.0,68.0,60.0,8.0
833,2.0,2.0,0.0,2.0,2.0,0.0
834,2.0,2.0,0.0,0.0,0.0,0.0
835,3.0,3.0,0.0,1.0,1.0,0.0
836,1.0,1.0,0.0,1.0,1.0,0.0
837,2.0,2.0,0.0,1.0,1.0,0.0
838,6.0,5.0,1.0,8.0,8.0,0.0
839,2.0,2.0,0.0,2.0,2.0,0.0
840,1.0,1.0,0.0,0.0,0.0,0.0
841,3.0,3.0,0.0,3.0,3.0,0.0
842,2.0,2.0,0.0,3.0,3.0,0.0
843,1.0,1.0,0.0,1.0,1.0,0.0
844,1.0,1.0,0.0,1.0,1.0,0.0
845,1.0,1.0,0.0,2.0,2.0,0.0
846,7.0,7.0,0.0,5.0,5.0,0.0
847,4.0,4.0,0.0,5.0,5.0,0.0
848,1.0,1.0,0.0,1.0,1.0,0.0
849,2.0,2.0,0.0,1.0,1.0,0.0
850,2.0,2.0,0.0,1.0,1.0,0.0
851,3.0,3.0,0.0,4.0,4.0,0.0
852,1.0,1.0,0.0,1.0,1.0,0.0
853,5.0,4.0,1.0,8.0,8.0,0.0
854,2.0,2.0,0.0,1.0,1.0,0.0
855,1.0,1.0,0.0,1.0,1.0,0.0
856,12.0,11.0,1.0,9.0,7.0,2.0
857,1.0,1.0,0.0,2.0,2.0,0.0
858,1.0,1.0,0.0,0.0,0.0,0.0
859,1.0,1.0,0.0,1.0,1.0,0.0
860,1.0,1.0,0.0,1.0,1.0,0.0
861,9.0,9.0,0.0,4.0,4.0,0.0
862,10.0,10.0,0.0,8.0,8.0,0.0
863,2.0,2.0,0.0,0.0,0.0,0.0
864,3.0,3.0,0.0,3.0,3.0,0.0
865,1.0,1.0,0.0,1.0,1.0,0.0
866,3.0,3.0,0.0,4.0,4.0,0.0
867,3.0,3.0,0.0,1.0,1.0,0.0
868,1.0,1.0,0.0,1.0,1.0,0.0
869,2.0,2.0,0.0,1.0,1.0,0.0
870,2.0,1.0,1.0,8.0,4.0,4.0
871,3.0,3.0,0.0,1.0,1.0,0.0
872,3.0,3.0,0.0,3.0,3.0,0.0
873,2.0,2.0,0.0,1.0,1.0,0.0
874,2.0,2.0,0.0,1.0,1.0,0.0
875,4.0,4.0,0.0,5.0,5.0,0.0
876,1.0,1.0,0.0,2.0,2.0,0.0
877,2.0,2.0,0.0,2.0,2.0,0.0
878,1.0,1.0,0.0,1.0,1.0,0.0
879,2.0,2.0,0.0,2.0,2.0,0.0
880,2.0,2.0,0.0,2.0,2.0,0.0
881,1.0,1.0,0.0,1.0,1.0,0.0
882,43.0,43.0,0.0,44.0,41.0,3.0
883,1.0,1.0,0.0,1.0,1.0,0.0
884,1.0,1.0,0.0,1.0,1.0,0.0
885,6.0,6.0,0.0,5.0,5.0,0.0
886,2.0,2.0,0.0,2.0,2.0,0.0
887,1.0,1.0,0.0,1.0,1.0,0.0
888,1.0,1.0,0.0,1.0,1.0,0.0
889,1.0,1.0,0.0,1.0,1.0,0.0
890,1.0,1.0,0.0,0.0,0.0,0.0
891,2.0,2.0,0.0,2.0,2.0,0.0
892,5.0,5.0,0.0,6.0,6.0,0.0
893,1.0,1.0,0.0,1.0,1.0,0.0
894,12.0,10.0,2.0,11.0,10.0,1.0
895,1.0,0.0,1.0,0.0,0.0,0.0
896,5.0,5.0,0.0,0.0,0.0,0.0
897,1.0,1.0,0.0,2.0,2.0,0.0
898,2.0,2.0,0.0,2.0,2.0,0.0
899,2.0,2.0,0.0,4.0,4.0,0.0
900,10.0,10.0,0.0,11.0,11.0,0.0
901,1.0,1.0,0.0,1.0,1.0,0.0
902,2.0,2.0,0.0,1.0,1.0,0.0
903,4.0,4.0,0.0,5.0,5.0,0.0
904,5.0,5.0,0.0,4.0,4.0,0.0
905,222.0,191.0,31.0,213.0,181.0,32.0
906,5.0,1.0,4.0,4.0,4.0,0.0
907,6.0,6.0,0.0,5.0,5.0,0.0
908,42.0,42.0,0.0,36.0,35.0,1.0
909,1.0,1.0,0.0,1.0,1.0,0.0
910,3.0,3.0,0.0,2.0,2.0,0.0
911,2.0,2.0,0.0,3.0,3.0,0.0
912,2.0,2.0,0.0,2.0,2.0,0.0
913,4.0,4.0,0.0,4.0,4.0,0.0
914,1.0,1.0,0.0,1.0,1.0,0.0
915,2.0,2.0,0.0,3.0,3.0,0.0
916,1.0,1.0,0.0,1.0,1.0,0.0
917,9.0,9.0,0.0,10.0,10.0,0.0
918,1.0,1.0,0.0,1.0,1.0,0.0
919,1.0,1.0,0.0,1.0,1.0,0.0
920,9.0,9.0,0.0,9.0,9.0,0.0
921,10.0,10.0,0.0,11.0,11.0,0.0
922,8.0,8.0,0.0,6.0,6.0,0.0
923,26.0,25.0,1.0,24.0,24.0,0.0
924,1.0,1.0,0.0,1.0,1.0,0.0
925,20.0,19.0,1.0,20.0,20.0,0.0
926,3.0,3.0,0.0,2.0,2.0,0.0
927,3.0,3.0,0.0,2.0,2.0,0.0
928,7.0,7.0,0.0,4.0,4.0,0.0
929,11.0,11.0,0.0,6.0,6.0,0.0
930,1.0,1.0,0.0,1.0,1.0,0.0
931,5.0,5.0,0.0,3.0,3.0,0.0
932,1.0,1.0,0.0,1.0,1.0,0.0
933,1.0,1.0,0.0,1.0,1.0,0.0
934,2.0,2.0,0.0,1.0,1.0,0.0
935,6.0,6.0,0.0,6.0,6.0,0.0
936,1.0,1.0,0.0,0.0,0.0,0.0
937,48.0,48.0,0.0,44.0,44.0,0.0
938,0.0,0.0,0.0,1.0,1.0,0.0
939,2.0,2.0,0.0,1.0,1.0,0.0
940,1.0,1.0,0.0,1.0,1.0,0.0
941,2.0,2.0,0.0,2.0,2.0,0.0
942,2.0,2.0,0.0,1.0,1.0,0.0
943,7.0,7.0,0.0,7.0,7.0,0.0
944,1.0,1.0,0.0,1.0,1.0,0.0
945,1.0,1.0,0.0,1.0,1.0,0.0
946,1.0,1.0,0.0,2.0,2.0,0.0
947,1.0,1.0,0.0,1.0,1.0,0.0
948,3.0,3.0,0.0,4.0,4.0,0.0
949,1.0,1.0,0.0,0.0,0.0,0.0
950,3.0,3.0,0.0,4.0,4.0,0.0
951,1.0,1.0,0.0,1.0,1.0,0.0
952,1.0,1.0,0.0,1.0,1.0,0.0
953,6.0,6.0,0.0,7.0,6.0,1.0
954,3.0,2.0,1.0,2.0,2.0,0.0
955,1.0,1.0,0.0,1.0,1.0,0.0
956,1.0,1.0,0.0,1.0,1.0,0.0
957,3.0,1.0,2.0,2.0,1.0,1.0
958,3.0,2.0,1.0,3.0,2.0,1.0
959,3.0,3.0,0.0,2.0,2.0,0.0
960,2.0,2.0,0.0,1.0,1.0,0.0
961,4.0,4.0,0.0,3.0,3.0,0.0
962,10.0,9.0,1.0,7.0,7.0,0.0
963,4.0,4.0,0.0,4.0,4.0,0.0
964,1.0,1.0,0.0,1.0,1.0,0.0
965,1.0,1.0,0.0,0.0,0.0,0.0
966,1.0,1.0,0.0,1.0,1.0,0.0
967,10.0,10.0,0.0,8.0,7.0,1.0
968,1.0,1.0,0.0,2.0,2.0,0.0
969,1.0,1.0,0.0,1.0,1.0,0.0
970,1.0,1.0,0.0,1.0,1.0,0.0
971,1.0,1.0,0.0,0.0,0.0,0.0
972,6.0,6.0,0.0,7.0,7.0,0.0
973,2.0,2.0,0.0,1.0,1.0,0.0
974,1.0,1.0,0.0,1.0,1.0,0.0
975,3.0,3.0,0.0,3.0,3.0,0.0
976,1.0,1.0,0.0,1.0,1.0,0.0
977,1.0,1.0,0.0,1.0,1.0,0.0
978,13.0,12.0,1.0,10.0,9.0,1.0
979,1.0,1.0,0.0,1.0,1.0,0.0
980,1.0,1.0,0.0,1.0,1.0,0.0
981,1.0,1.0,0.0,2.0,2.0,0.0
982,5.0,5.0,0.0,4.0,4.0,0.0
983,1.0,1.0,0.0,1.0,1.0,0.0
984,3.0,0.0,3.0,3.0,3.0,0.0
985,1.0,1.0,0.0,1.0,1.0,0.0
986,2.0,2.0,0.0,1.0,1.0,0.0
987,2.0,2.0,0.0,2.0,2.0,0.0
988,11.0,11.0,0.0,11.0,10.0,1.0
989,1.0,1.0,0.0,1.0,1.0,0.0
990,1.0,1.0,0.0,1.0,1.0,0.0
991,2.0,2.0,0.0,0.0,0.0,0.0
992,1.0,1.0,0.0,1.0,1.0,0.0
993,1.0,1.0,0.0,1.0,1.0,0.0
994,2.0,2.0,0.0,2.0,2.0,0.0
995,2.0,2.0,0.0,2.0,2.0,0.0
996,1.0,1.0,0.0,1.0,1.0,0.0
997,3.0,2.0,1.0,2.0,2.0,0.0
998,1.0,1.0,0.0,0.0,0.0,0.0
999,1.0,1.0,0.0,1.0,1.0,0.0
1000,1.0,1.0,0.0,1.0,1.0,0.0
1001,10.0,9.0,1.0,8.0,7.0,1.0
1002,1.0,1.0,0.0,1.0,1.0,0.0
1003,1.0,1.0,0.0,1.0,1.0,0.0
1004,1.0,1.0,0.0,1.0,1.0,0.0
1005,12.0,12.0,0.0,8.0,8.0,0.0
1006,2.0,2.0,0.0,1.0,1.0,0.0
1007,1.0,1.0,0.0,1.0,1.0,0.0
1008,5.0,5.0,0.0,6.0,6.0,0.0
1009,3.0,3.0,0.0,2.0,2.0,0.0
1010,4.0,4.0,0.0,3.0,3.0,0.0
1011,2.0,2.0,0.0,2.0,2.0,0.0
1012,2.0,2.0,0.0,1.0,1.0,0.0
1013,8.0,8.0,0.0,9.0,9.0,0.0
1014,2.0,2.0,0.0,3.0,3.0,0.0
1015,1.0,1.0,0.0,1.0,1.0,0.0
1016,1.0,1.0,0.0,1.0,1.0,0.0
1017,1.0,1.0,0.0,1.0,1.0,0.0
1018,156.0,156.0,0.0,165.0,158.0,7.0
1019,3.0,3.0,0.0,4.0,4.0,0.0
1020,3.0,3.0,0.0,1.0,1.0,0.0
1021,2.0,2.0,0.0,2.0,2.0,0.0
1022,1.0,1.0,0.0,2.0,2.0,0.0
1023,2.0,2.0,0.0,1.0,1.0,0.0
1024,2.0,2.0,0.0,1.0,1.0,0.0
1025,2.0,2.0,0.0,1.0,1.0,0.0
1026,6.0,4.0,2.0,7.0,6.0,1.0
1027,1.0,1.0,0.0,1.0,1.0,0.0
1028,11.0,10.0,1.0,9.0,9.0,0.0
1029,1.0,1.0,0.0,1.0,1.0,0.0
1030,1.0,1.0,0.0,2.0,2.0,0.0
1031,1.0,1.0,0.0,1.0,1.0,0.0
1032,1.0,1.0,0.0,1.0,1.0,0.0
1033,1.0,1.0,0.0,1.0,1.0,0.0
1034,9.0,9.0,0.0,6.0,5.0,1.0
1035,1.0,1.0,0.0,0.0,0.0,0.0
1036,1.0,1.0,0.0,3.0,3.0,0.0
1037,4.0,4.0,0.0,2.0,2.0,0.0
1038,1.0,1.0,0.0,0.0,0.0,0.0
1039,1.0,1.0,0.0,1.0,1.0,0.0
1040,2.0,2.0,0.0,5.0,4.0,1.0
1041,1.0,1.0,0.0,0.0,0.0,0.0
1042,2.0,2.0,0.0,1.0,0.0,1.0
1043,14.0,13.0,1.0,13.0,13.0,0.0
1044,11.0,11.0,0.0,9.0,9.0,0.0
1045,2.0,2.0,0.0,2.0,2.0,0.0
1046,1.0,1.0,0.0,2.0,2.0,0.0
1047,1.0,1.0,0.0,1.0,1.0,0.0
1048,3.0,3.0,0.0,3.0,3.0,0.0
1049,1.0,1.0,0.0,1.0,1.0,0.0
1050,3.0,3.0,0.0,3.0,3.0,0.0
1051,2.0,2.0,0.0,2.0,2.0,0.0
1052,5.0,5.0,0.0,44.0,42.0,2.0
1053,37.0,37.0,0.0,37.0,37.0,0.0
1054,2.0,2.0,0.0,2.0,2.0,0.0
1055,1.0,1.0,0.0,1.0,1.0,0.0
1056,2.0,2.0,0.0,2.0,2.0,0.0
1057,2.0,2.0,0.0,1.0,1.0,0.0
1058,1.0,1.0,0.0,1.0,1.0,0.0
1059,1.0,1.0,0.0,1.0,1.0,0.0
1060,1.0,1.0,0.0,2.0,2.0,0.0
1061,1.0,1.0,0.0,1.0,1.0,0.0
1062,5.0,5.0,0.0,4.0,4.0,0.0
1063,3.0,3.0,0.0,3.0,3.0,0.0
1064,4.0,4.0,0.0,4.0,4.0,0.0
1065,5.0,5.0,0.0,3.0,3.0,0.0
1066,2.0,2.0,0.0,3.0,3.0,0.0
1067,1.0,1.0,0.0,2.0,2.0,0.0
1068,3.0,3.0,0.0,2.0,2.0,0.0
1069,2.0,2.0,0.0,1.0,1.0,0.0
1070,1.0,1.0,0.0,1.0,1.0,0.0
1071,1.0,1.0,0.0,1.0,1.0,0.0
1072,0.0,0.0,0.0,1.0,1.0,0.0
1073,5.0,5.0,0.0,4.0,4.0,0.0
1074,4.0,1.0,3.0,4.0,4.0,0.0
1075,1.0,1.0,0.0,1.0,1.0,0.0
1076,1.0,1.0,0.0,0.0,0.0,0.0
1077,1.0,1.0,0.0,1.0,1.0,0.0
1078,11.0,11.0,0.0,11.0,11.0,0.0
1079,1.0,1.0,0.0,1.0,1.0,0.0
1080,1.0,1.0,0.0,1.0,1.0,0.0
1081,1.0,1.0,0.0,1.0,1.0,0.0
1082,1.0,1.0,0.0,1.0,1.0,0.0
1083,1.0,1.0,0.0,1.0,1.0,0.0
1084,4.0,4.0,0.0,3.0,3.0,0.0
1085,1.0,1.0,0.0,1.0,1.0,0.0
1086,1.0,1.0,0.0,1.0,1.0,0.0
1087,1.0,1.0,0.0,1.0,1.0,0.0
1088,1.0,1.0,0.0,1.0,1.0,0.0
1089,1.0,1.0,0.0,1.0,1.0,0.0
1090,2.0,2.0,0.0,4.0,4.0,0.0
1091,1.0,1.0,0.0,0.0,0.0,0.0
1092,11.0,11.0,0.0,18.0,18.0,0.0
1093,1.0,1.0,0.0,1.0,1.0,0.0
1094,25.0,24.0,1.0,26.0,26.0,0.0
1095,4.0,4.0,0.0,6.0,6.0,0.0
1096,3.0,3.0,0.0,2.0,2.0,0.0
1097,1.0,1.0,0.0,1.0,1.0,0.0
1098,10.0,8.0,2.0,11.0,11.0,0.0
1099,2.0,0.0,2.0,1.0,1.0,0.0
1100,10.0,9.0,1.0,10.0,10.0,0.0
1101,1.0,1.0,0.0,1.0,1.0,0.0
1102,1.0,1.0,0.0,1.0,1.0,0.0
1103,1.0,1.0,0.0,1.0,1.0,0.0
1104,5.0,5.0,0.0,5.0,5.0,0.0
1105,1.0,1.0,0.0,3.0,3.0,0.0
1106,2.0,2.0,0.0,2.0,2.0,0.0
1107,4.0,4.0,0.0,3.0,3.0,0.0
